"table_catalog","table_schema","table_name","column_name","ordinal_position","column_default","is_nullable","data_type","comment","extra_info"
"awsdatacatalog","default","dateprecalc_sf","arrow_2day_collection_booking__c","16",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","arrow_2day_dispatch__c","17",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","arrow_5day_booking__c","18",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","arrow_5day_dispatch__c","19",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","arrow_7day_booking__c","20",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","arrow_7day_dispatch__c","21",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","ct_panther_1day_booking__c","22",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","ct_panther_1day_booking_rebike__c","23",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","ct_panther_1day_dispatch__c","24",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","ct_panther_1day_dispatch_rebike__c","25",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","dpd_1day_booking__c","26",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","dpd_1day_dispatch__c","27",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","dpd_3day_booking__c","28",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","dpd_3day_dispatch__c","29",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","delivery_date__c","30",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","fedex_1day_booking__c","31",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","fedex_1day_dispatch__c","32",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","fedex_3day_booking__c","33",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","fedex_3day_dispatch__c","34",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","panther_2day_booking__c","35",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","panther_2day_dispatch__c","36",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","panther_3day_booking__c","37",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","panther_3day_dispatch__c","38",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","panther_5day_booking__c","39",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","panther_5day_dispatch__c","40",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","parcelforce_1day_booking__c","41",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","parcelforce_1day_dispatch__c","42",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","parcelforce_3day_booking__c","43",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","parcelforce_3day_dispatch__c","44",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","parcelforce_4day_booking__c","45",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","parcelforce_4day_dispatch__c","46",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","parcelforce_5day_booking__c","47",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","parcelforce_5day_dispatch__c","48",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","trukl_1day_booking__c","49",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","trukl_1day_dispatch__c","50",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","arrow_3day_dispatch__c","51",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","arrow_3day_booking__c","52",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","dhl_1day_booking__c","53",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","dhl_1day_dispatch__c","54",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","dhl_3day_booking__c","55",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","dhl_3day_dispatch__c","56",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","dhl_2day_booking__c","57",,"YES","varchar",,
"awsdatacatalog","default","dateprecalc_sf","dhl_2day_dispatch__c","58",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test","member_id","1",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test","subscription_id","2",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test","wheel_size","3",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test","brand","4",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test","subscription_start_date","5",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test","subscription_end_date","6",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test","subscription_status","7",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test","swap_date","8",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test","order_type","9",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test","row_type","10",,"YES","varchar(11)",,
"awsdatacatalog","default","de_sankey_test","stage_from","11",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test","stage_to","12",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test","brand_from","13",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test","brand_to","14",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test2","member_id","1",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test2","subscription_id","2",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test2","wheel_size","3",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test2","brand","4",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test2","subscription_start_date","5",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test2","subscription_end_date","6",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test2","subscription_status","7",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test2","swap_date","8",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test2","order_type","9",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test2","row_type","10",,"YES","varchar(10)",,
"awsdatacatalog","default","de_sankey_test2","stage_from","11",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test2","stage_to","12",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test2","brand_from","13",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test2","brand_to","14",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test3","new_inflow","1",,"YES","varchar(10)",,
"awsdatacatalog","default","de_sankey_test3","small","2",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test3","mid","3",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test3","large","4",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test3","churn","5",,"YES","varchar(7)",,
"awsdatacatalog","default","de_sankey_test3","brand","6",,"YES","varchar",,
"awsdatacatalog","default","de_sankey_test3","subscriber_count","7",,"YES","bigint",,
"awsdatacatalog","default","de_sankey_test3","flow_date","8",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","id","1",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","ownerid","2",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","isdeleted","3",,"YES","boolean",,
"awsdatacatalog","default","direct_debit_mandate_sf","name","4",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","createddate","5",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","createdbyid","6",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","lastmodifieddate","7",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","lastmodifiedbyid","8",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","systemmodstamp","9",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","lastvieweddate","10",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","lastreferenceddate","11",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","customer_given_name__c","12",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","customer_last_name__c","13",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","email_address__c","14",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","gc_customer_id__c","15",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","gc_mandate_id__c","16",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","mandate_created_date__c","17",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","member__c","18",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","next_possible_charge_date__c","19",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","payments_require_approval__c","20",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","postcode__c","21",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","scheme__c","22",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","status__c","23",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","description__c","24",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","opportunity__c","25",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","mandate_url__c","26",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","subscription__c","27",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","cancellation_date__c","28",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","stripe_customer__c","29",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","stripe_customer_id__c","30",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","stripe_mandate_id__c","31",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","stripe_payment_method_id__c","32",,"YES","varchar",,
"awsdatacatalog","default","direct_debit_mandate_sf","stripe_cancellation_reason__c","33",,"YES","varchar",,
"awsdatacatalog","default","discount_code_sf","id","1",,"YES","varchar",,
"awsdatacatalog","default","discount_code_sf","ownerid","2",,"YES","varchar",,
"awsdatacatalog","default","discount_code_sf","isdeleted","3",,"YES","boolean",,
"awsdatacatalog","default","discount_code_sf","name","4",,"YES","varchar",,
"awsdatacatalog","default","discount_code_sf","createddate","5",,"YES","varchar",,
"awsdatacatalog","default","discount_code_sf","createdbyid","6",,"YES","varchar",,
"awsdatacatalog","default","discount_code_sf","lastmodifieddate","7",,"YES","varchar",,
"awsdatacatalog","default","discount_code_sf","lastmodifiedbyid","8",,"YES","varchar",,
"awsdatacatalog","default","discount_code_sf","systemmodstamp","9",,"YES","varchar",,
"awsdatacatalog","default","discount_code_sf","lastvieweddate","10",,"YES","varchar",,
"awsdatacatalog","default","discount_code_sf","lastreferenceddate","11",,"YES","varchar",,
"awsdatacatalog","default","discount_code_sf","discount_percentage__c","12",,"YES","double",,
"awsdatacatalog","default","discount_code_sf","number_of_months__c","13",,"YES","double",,
"awsdatacatalog","default","discount_code_sf","promotion__c","14",,"YES","varchar",,
"awsdatacatalog","default","discount_code_sf","discount_type__c","15",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","id","1",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","isdeleted","2",,"YES","boolean",,
"awsdatacatalog","default","dispatch_line_item_sf","name","3",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","createddate","4",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","createdbyid","5",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","lastmodifieddate","6",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","lastmodifiedbyid","7",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","systemmodstamp","8",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","lastvieweddate","9",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","lastreferenceddate","10",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","dispatch__c","11",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","order_id__c","12",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","address__c","13",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","asset_type__c","14",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","asset__c","15",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","birthday_order__c","16",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","oss__c","17",,"YES","boolean",,
"awsdatacatalog","default","dispatch_line_item_sf","order_date__c","18",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","box_size__c","19",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","brand__c","20",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","city__c","21",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","notes__c","22",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","colour__c","23",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","courier__c","24",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","booking_date__c","25",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","dispatch_date2__c","26",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","dispatch_date__c","27",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","collection_status__c","28",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","dateprecalc__c","29",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","delivery_address_2__c","30",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","delivery_date__c","31",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","id2__c","32",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","panther_id__c","33",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","dispatch_record_type__c","34",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","distributor__c","35",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","member_email__c","36",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","member_name__c","37",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","model__c","38",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","old_bike_to_be_collected__c","39",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","order_id_for_report__c","40",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","phone_number__c","41",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","postcode_matrix_service__c","42",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","postcode_matrix__c","43",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","postcode__c","44",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","pre_order__c","45",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","product_family__c","46",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","product_name__c","47",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","product__c","48",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","sku__c","49",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","shopify_order_id__c","50",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","chain_guard_removal__c","51",,"YES","boolean",,
"awsdatacatalog","default","dispatch_line_item_sf","size__c","52",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","stage__c","53",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","street__c","54",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","shopify_order_name__c","55",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","order_contains_bike__c","56",,"YES","boolean",,
"awsdatacatalog","default","dispatch_line_item_sf","test_counter__c","57",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","alt_courier_id__c","58",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","location__c","59",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","packaged_with_bike__c","60",,"YES","boolean",,
"awsdatacatalog","default","dispatch_line_item_sf","volume__c","61",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","tracking_id__c","62",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","oos_alt_bike_offered__c","63",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","new_dispatch_date__c","64",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","direct_debit_mandate__c","65",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","direct_debit_mandate_status__c","66",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","asset_id__c","67",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","order_product__c","68",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","id2_uppercase__c","69",,"YES","varchar",,
"awsdatacatalog","default","dispatch_line_item_sf","delivery_day__c","70",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","id","1",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","ownerid","2",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","isdeleted","3",,"YES","boolean",,
"awsdatacatalog","default","dispatch_sf","name","4",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","recordtypeid","5",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","createddate","6",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","createdbyid","7",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","lastmodifieddate","8",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","lastmodifiedbyid","9",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","systemmodstamp","10",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","lastvieweddate","11",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","lastreferenceddate","12",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","actual_delivery_date__c","13",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","birthday_order__c","14",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","order_date__c","15",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","collection_address_city__c","16",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","collection_address_county__c","17",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","collection_address_post_code__c","18",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","collection_address_street__c","19",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","collection_name__c","20",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","courier__c","21",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","delivery_address_city__c","22",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","delivery_address_county__c","23",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","delivery_address_post_code__c","24",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","delivery_address_street__c","25",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","delivery_name__c","26",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","delivery_date__c","27",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","email__c","28",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","member_name__c","29",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","number_of_delivery_attempts__c","30",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","old_bike_to_be_collected__c","31",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","order_id__c","32",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","phone_number__c","33",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","preferred_courier__c","34",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","premium_delivery_chosen__c","35",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","reason_for_failed_delivery__c","36",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","scheduled_collection_date__c","37",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","scheduled_delivery_date__c","38",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","dispatch_line_item__c","39",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","stage__c","40",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","number_of_items__c","41",,"YES","double",,
"awsdatacatalog","default","dispatch_sf","shopify_order_name__c","42",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","dispatch_date__c","43",,"YES","varchar",,
"awsdatacatalog","default","dispatch_sf","dispatch_date2__c","44",,"YES","varchar",,
"awsdatacatalog","default","duplicated_asset_service_map","service_id","1",,"YES","varchar",,
"awsdatacatalog","default","duplicated_asset_service_map","name","2",,"YES","varchar",,
"awsdatacatalog","default","duplicated_asset_service_map","current_asset_id","3",,"YES","varchar",,
"awsdatacatalog","default","duplicated_asset_service_map","dup_status","4",,"YES","varchar(9)",,
"awsdatacatalog","default","duplicated_asset_service_map","correct_asset_id","5",,"YES","varchar",,
"awsdatacatalog","default","excess_bcp_check","member__c","1",,"YES","varchar",,
"awsdatacatalog","default","excess_bcp_check","active_bcp_subs","2",,"YES","bigint",,
"awsdatacatalog","default","excess_bcp_check","active_bike_subs_final","3",,"YES","bigint",,
"awsdatacatalog","default","excess_bcp_check","diff","4",,"YES","bigint",,
"awsdatacatalog","default","excess_bcp_check","latest_cancellation","5",,"YES","date",,
"awsdatacatalog","default","excess_bcp_check","latest_pause","6",,"YES","date",,
"awsdatacatalog","default","excess_bcp_check","relevant_pause_or_cancel_date","7",,"YES","date",,
"awsdatacatalog","default","excess_bcp_check","approx_months_cancellation_pause","8",,"YES","bigint",,
"awsdatacatalog","default","exchange_by_year","family","1",,"YES","varchar",,
"awsdatacatalog","default","exchange_by_year","first_exchange_category","2",,"YES","varchar(26)",,
"awsdatacatalog","default","exchange_by_year","total_members","3",,"YES","bigint",,
"awsdatacatalog","default","exchange_by_year","avg_months_to_first_exchange","4",,"YES","decimal(10,2)",,
"awsdatacatalog","default","exchange_by_year","avg_tenure_after_exchange","5",,"YES","decimal(10,2)",,
"awsdatacatalog","default","exchange_subs_temp","gc_subscription_id__c","1",,"YES","varchar",,
"awsdatacatalog","default","exchange_subs_temp","shopify_line_item_id__c","2",,"YES","varchar",,
"awsdatacatalog","default","exchange_subs_temp","name","3",,"YES","varchar",,
"awsdatacatalog","default","exclude_bcp","order_id","1",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","id","1",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","created_at","2",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","amount","3",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","currency","4",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","status","5",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","name","6",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","start_date","7",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","end_date","8",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","billing_interval","9",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","interval_unit","10",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","billing_day_of_month","11",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","billing_month","12",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","payment_count","13",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","payment_reference","14",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","app_fee","15",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","mandate","16",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","retry_if_possible","17",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","parent_plan_paused","18",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","metadata_order_id","19",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","metadata_sf_order_id","20",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","metadata_order_product_id","21",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","upcoming_payment_1_date","22",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","upcoming_payment_1_amount","23",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","upcoming_payment_2_date","24",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","upcoming_payment_2_amount","25",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","upcoming_payment_3_date","26",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","upcoming_payment_3_amount","27",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","upcoming_payment_4_date","28",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","upcoming_payment_4_amount","29",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","upcoming_payment_5_date","30",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","upcoming_payment_5_amount","31",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","upcoming_payment_6_date","32",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","upcoming_payment_6_amount","33",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","upcoming_payment_7_date","34",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","upcoming_payment_7_amount","35",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","upcoming_payment_8_date","36",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","upcoming_payment_8_amount","37",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","upcoming_payment_9_date","38",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","upcoming_payment_9_amount","39",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","upcoming_payment_10_date","40",,"YES","varchar",,
"awsdatacatalog","default","export_subscriptions_with_payments","upcoming_payment_10_amount","41",,"YES","varchar",,
"awsdatacatalog","default","failed_payment_dashboard","name","1",,"YES","varchar",,
"awsdatacatalog","default","failed_payment_dashboard","amount__c","2",,"YES","varchar",,
"awsdatacatalog","default","failed_payment_dashboard","p_gc_created_date_time__c","3",,"YES","date",,
"awsdatacatalog","default","failed_payment_dashboard","charge_date__c","4",,"YES","date",,
"awsdatacatalog","default","failed_payment_dashboard","description__c","5",,"YES","varchar",,
"awsdatacatalog","default","failed_payment_dashboard","description_cat","6",,"YES","varchar(7)",,
"awsdatacatalog","default","failed_payment_dashboard","gc_payment_id__c","7",,"YES","varchar",,
"awsdatacatalog","default","failed_payment_dashboard","gc_subscription_id__c","8",,"YES","varchar",,
"awsdatacatalog","default","failed_payment_dashboard","p_status__c","9",,"YES","varchar",,
"awsdatacatalog","default","failed_payment_dashboard","type__c","10",,"YES","varchar",,
"awsdatacatalog","default","failed_payment_dashboard","member__c","11",,"YES","varchar",,
"awsdatacatalog","default","failed_payment_dashboard","member_start_date__c","12",,"YES","varchar",,
"awsdatacatalog","default","failed_payment_dashboard","s_gc_created_date_time__c","13",,"YES","date",,
